https://github.com/facebook/react DEV
https://github.com/VisualDataWeb/WebVOWL DEV
https://github.com/briantemple/homeworkr DEV
https://github.com/spring-projects/spring-boot DEV
https://github.com/nodegit/nodegit DEV
https://github.com/scipy/scipy DEV
https://github.com/spez/RottenTomatoes HW
https://github.com/m2mtech/calculator-2015 HW
https://github.com/bcaffo/751and2 HW
https://github.com/HPI-SWA-Teaching/SWT16-Project-08 HW
https://github.com/uwhpsc-2016/example-python-homework HW
https://github.com/DataScienceSpecialization/courses EDU
https://github.com/githubteacher/intro-november-2015 EDU
https://github.com/alex/what-happens-when EDU
https://github.com/MostlyAdequate/mostly-adequate-guide EDU
https://github.com/AllThingsSmitty/jquery-tips-everyone-should-know EDU
https://github.com/CMSgov/HealthCare.gov-Styleguide DOCS
https://github.com/github/maturity-model DOCS
https://github.com/raspberrypi/documentation DOCS
https://github.com/bundestag/gesetze DOCS
https://github.com/fsr-itse/docs DOCS
https://github.com/BloombergMedia/whatiscode WEB
https://github.com/JaceRobinson8/jacerobinson8.github.io WEB
https://github.com/rubymonstas-zurich/rubymonstas-zurich.github.io WEB
https://github.com/ianli/elbowpatched-boilerplate WEB
https://github.com/whoisjuan/whoisjuan.github.io WEB
https://github.com/ericfischer/housing-inventory DATA
https://github.com/GSA/data DATA
https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue DATA
https://github.com/Hipo/university-domains-list DATA
https://github.com/minimaxir/big-list-of-naughty-strings DATA
https://github.com/jonico/other OTHER
https://github.com/openaddresses/openaddresses DATA
https://github.com/unitedstates/congress-legislators DATA
https://github.com/APIs-guru/openapi-directory DATA
https://github.com/Chicago/food-inspections-evaluation DATA
https://github.com/cernopendata/opendata.cern.ch DATA
https://github.com/benbalter/congressional-districts DATA
https://github.com/docker/docker DEV
https://github.com/atom/atom DEV
https://github.com/nodejs/node DEV
https://github.com/django/django DEV
https://github.com/rust-lang/rust DEV
https://github.com/Homebrew/brew DEV
https://github.com/howdyai/botkit DEV
https://github.com/exercism/exercism.io DEV
https://github.com/python/cpython DEV
https://github.com/HospitalRun/hospitalrun-frontend DEV
https://github.com/hoodiehq/hoodie DEV
https://github.com/pybee/batavia DEV
https://github.com/OperationCode/operationcode DEV
https://github.com/d3/d3 DEV
https://github.com/chartjs/Chart.js DEV
https://github.com/Leaflet/Leaflet DEV
https://github.com/ecomfe/echarts DEV
https://github.com/gionkunz/chartist-js DEV
https://github.com/jacomyal/sigma.js DEV
https://github.com/mozilla/metrics-graphics DEV
https://github.com/dc-js/dc.js DEV
https://github.com/epochjs/epoch DEV
https://github.com/vega/vega DEV
https://github.com/matplotlib/matplotlib DEV
https://github.com/densitydesign/raw DEV
https://github.com/benpickles/peity DEV
https://github.com/FormidableLabs/victory DEV
https://github.com/gka/chroma.js DEV
https://github.com/Boris-Em/BEMSimpleLineGraph DEV
https://github.com/PMSI-AlignAlytics/dimple DEV
https://github.com/samizdatco/arbor DEV
https://github.com/okfn/recline DEV
https://github.com/AnalyticalGraphicsInc/cesium DEV
https://github.com/uber/deck.gl DEV
https://github.com/HumbleSoftware/envisionjs DEV
https://github.com/Kozea/pygal DEV
https://github.com/kartograph/kartograph.js DEV
https://github.com/Netflix/vizceral DEV
https://github.com/stamen/modestmaps-js DEV
https://github.com/keen/keen-dataviz.js DEV
https://github.com/ansible/ansible DEV
https://github.com/kubernetes/kubernetes DEV
https://github.com/firehol/netdata DEV
https://github.com/mitchellh/vagrant DEV
https://github.com/grafana/grafana DEV
https://github.com/getsentry/sentry DEV
https://github.com/etsy/statsd DEV
https://github.com/capistrano/capistrano DEV
https://github.com/fabric/fabric DEV
https://github.com/saltstack/salt DEV
https://github.com/elastic/logstash DEV
https://github.com/chef/chef DEV
https://github.com/puppetlabs/puppet DEV
https://github.com/graphite-project/graphite-web DEV
https://github.com/deployphp/deployer DEV
https://github.com/openshift/origin DEV
https://github.com/openstack/openstack DEV
https://github.com/StackStorm/st2 DEV
