https://github.com/panchotiya/JavaScript-Load-Image DEV
https://github.com/GokhanArik/Stack DEV
https://github.com/NickCullen/UnityFSM DEV
https://github.com/zichengl/Command-Line-Minesweeper DEV
https://github.com/Transmuist/G-Supply DEV
https://github.com/rorellana2/OCMusicEvents DEV
https://github.com/Xal3ph/leaflet-dvf DEV
https://github.com/jcbrmn/animsition DEV
https://github.com/trifork/gradle-plugins DEV
https://github.com/JesterXL/Health-Katas DEV
https://github.com/drscannell/stackables DEV
https://github.com/alepolidori/chrome-nethserver-phonehome DEV
https://github.com/Solaries666/Ultra-AutoMan-2.0 OTHER
https://github.com/mimo84/ngUpload DEV
https://github.com/Vicken52/CS454-Homework2 HW
https://github.com/BrashFlea/CS3030Homework8 HW
https://github.com/BBK-SDP-2015-gorbel01/group HW
https://github.com/kaleko/CourseraML HW
https://github.com/Teodor92/TelerikAcademy HW
https://github.com/tiy-gvl-python-2015-09/mystery-word HW
https://github.com/ELLIOTTCABLE/Homework HW
https://github.com/likebanana/Homework HW
https://github.com/bramwelt/homework HW
https://github.com/meta-ajinkya-pande/homework HW
https://github.com/ps-tuebingen-sdpt-2016/homework HW
https://github.com/Kentalot/CourseraHomework HW
https://github.com/hmisty/adc_tomatoclock HW
https://github.com/iosdecal/ios-decal-hw2 HW
https://github.com/mignev/python-homework HW
https://github.com/pcantrell/comp225-registrar HW
https://github.com/CS273/HW02 HW
https://github.com/facebook/react DEV
https://github.com/VisualDataWeb/WebVOWL DEV
https://github.com/briantemple/homeworkr DEV
https://github.com/spring-projects/spring-boot DEV
https://github.com/nodegit/nodegit DEV
https://github.com/scipy/scipy DEV
https://github.com/spez/RottenTomatoes HW
https://github.com/m2mtech/calculator-2015 HW
https://github.com/bcaffo/751and2 HW
https://github.com/HPI-SWA-Teaching/SWT16-Project-08 HW
https://github.com/uwhpsc-2016/example-python-homework HW
https://github.com/DataScienceSpecialization/courses EDU
https://github.com/githubteacher/intro-november-2015 EDU
https://github.com/alex/what-happens-when EDU
https://github.com/MostlyAdequate/mostly-adequate-guide EDU
https://github.com/AllThingsSmitty/jquery-tips-everyone-should-know EDU
https://github.com/CMSgov/HealthCare.gov-Styleguide DOCS
https://github.com/github/maturity-model DOCS
https://github.com/raspberrypi/documentation DOCS
https://github.com/bundestag/gesetze DOCS
https://github.com/fsr-itse/docs DOCS
https://github.com/BloombergMedia/whatiscode WEB
https://github.com/JaceRobinson8/jacerobinson8.github.io WEB
https://github.com/rubymonstas-zurich/rubymonstas-zurich.github.io WEB
https://github.com/ianli/elbowpatched-boilerplate WEB
https://github.com/whoisjuan/whoisjuan.github.io WEB
https://github.com/ericfischer/housing-inventory DATA
https://github.com/GSA/data DATA
https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue DATA
https://github.com/Hipo/university-domains-list DATA
